customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
6865-JZNKO,0,-0.09654718094460228,-0.3144459172790451,-0.3316676581564059,No,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
6467-CHFZW,0,0.5956498562816357,1.1494933001307723,1.0891560996415786,Yes,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8665-UTDHZ,0,-1.2773538915070082,-1.1486087857690883,-0.9940168421678695,Yes,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5248-YGIJN,0,1.6135866757319857,0.8470677183276092,1.80443494718475,No,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
8773-HHUOZ,0,-0.6258743270587842,-0.0020502613505026797,-0.524801334512721,Yes,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
3841-NFECX,1,1.5728692029539715,1.049792558876982,1.9799106874170591,No,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False
4929-XIHVW,1,-1.2366364187289942,1.021544015521742,-0.9271594815183518,No,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False
6827-IEAUQ,0,-0.21869959927864427,0.046138430255495945,-0.1798756247504196,No,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True
7310-EGVHZ,0,-1.2773538915070082,-1.4809445899483886,-0.998431326198871,No,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
3413-BMNZE,1,-1.2773538915070082,-0.6484434004792416,-0.9873730437012121,No,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6234-RAAPL,0,1.6135866757319857,1.1677717693606342,2.1939028008198562,No,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
6047-YHPVI,0,-1.114484000394952,0.16411764073914742,-0.8674535849990567,Yes,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6572-ADKRS,0,0.5549323835036216,0.3336089008705903,0.5590427847787649,No,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
5380-WJKOV,0,0.06632271016745371,1.3821283630562824,0.55946216076171,Yes,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
8168-UQWWF,0,-0.8701791637268682,1.0996429295038772,-0.5193715191545891,Yes,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
8865-TNMNX,0,-0.9108966365048822,-0.5055390046821426,-0.797351578586753,No,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
9489-DEDVP,0,1.5321517301759575,0.14750085053018241,1.1435425429035173,No,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False
9867-JCZSP,0,-0.6258743270587842,-1.4626661207185272,-0.8227127893448566,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
4671-VJLCL,0,1.2471294207298596,0.5014384819811368,1.1387307553097255,No,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False
4080-IIARD,0,-0.7887442181708402,0.38013591345569253,-0.5740890487188527,No,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
3714-NTNFO,0,0.6770848018376636,0.6559746309245116,0.717257892449858,No,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
5948-UJZLF,0,-1.2366364187289942,-0.5155090788075216,-0.9645280888407795,No,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7760-OYPDY,0,-1.2366364187289942,0.5280253463154813,-0.9437137966346074,Yes,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
7639-LIAYI,0,0.7992372201717056,0.49811512393934404,0.8545924906543146,No,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False
2954-PIBKO,0,1.4914342573979436,-0.020328730580364097,0.8706170676868501,No,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False
8012-SOUDQ,1,0.4327799651695797,0.8470677183276092,0.6872614734592031,No,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
9420-LOJKX,0,-0.7073092726148122,1.1411849050262897,-0.37766658175944134,Yes,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
6575-SUVOI,1,-0.3001345448346723,0.1574709246555613,-0.23364404024801774,No,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False
7495-OOKFY,1,-0.9923315820609102,0.5280253463154813,-0.7277793102581696,Yes,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
4667-QONEA,1,1.1249770023958177,0.33527057989148673,0.9599000072138553,No,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False
1658-BYGOY,1,-0.5851568542807702,1.0198823365008454,-0.2336881850883278,Yes,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8769-KKTPH,0,1.2471294207298596,1.1594633742561515,1.7787205777041664,No,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False
5067-XJQFU,1,1.3692818390639017,1.4519188819339357,2.1164948233362457,No,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
3957-SQXML,0,0.06632271016745371,-1.323085082963221,-0.6125612770490307,No,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
5954-BDFSG,0,1.6135866757319857,1.420346980536902,2.459654739486146,No,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False
0434-CSFON,0,0.5956498562816357,1.187711917611392,1.0705931942912177,No,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1215-FIGMP,0,1.1249770023958177,0.8354359651813339,1.398854226836488,No,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0526-SXDJP,0,1.6135866757319857,-0.7531291787957212,0.3002215860411474,No,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0557-ASKVU,0,-0.5851568542807702,-0.344356139655182,-0.5848383173343413,No,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False
5698-BQJOH,0,-0.9516141092828962,0.984987077062019,-0.6289169403838912,Yes,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
5122-CYFXA,0,-1.1959189459509803,0.35022569107955537,-0.8995910287447476,No,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
8627-ZYGSZ,0,0.5956498562816357,0.4698665805841037,0.604092594315135,No,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
3410-YOQBQ,0,-0.055829708166588284,0.4798366547094826,0.09503636828019808,No,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
3170-NMYVV,0,0.7178022746156777,-1.4826062689692852,-0.5964042654955651,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
7410-OIEDU,0,-0.9108966365048822,0.5014384819811368,-0.6156293434505767,No,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
2273-QCKXA,0,-1.2773538915070082,-0.5221557948911076,-0.9856955397694315,No,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0731-EBJQB,0,0.7992372201717056,-1.4742978738648027,-0.5258828831003164,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1891-QRQSA,1,1.2878468935078735,1.5566046602504149,2.126493629666464,No,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False
8028-PNXHQ,0,1.2064119479518456,-1.346348589255772,-0.37846118888502167,No,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
5630-AHZIL,0,-1.1959189459509803,-0.008696977434088779,-0.9290356372315275,No,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
2673-CXQEU,1,0.9621071112837616,1.5200477217906923,1.7029238868918708,No,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
6416-JNVRK,0,0.5549323835036216,-0.3028141641327695,0.1796399547343417,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
5590-ZSKRV,0,-0.9923315820609102,-0.3360477445506995,-0.794460091546447,No,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0191-ZHSKZ,1,-0.09654718094460228,0.33194722184969394,-0.07531857047614926,No,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
3887-PBQAO,0,0.5142149107256077,-1.2915131815661876,-0.4702824567298527,No,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
5919-TMRGD,0,-1.2773538915070082,0.4848216917721718,-0.9723196531554972,Yes,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
8108-UXRQN,0,-0.8701791637268682,-0.4723054242642126,-0.7577757292488247,No,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
9191-MYQKX,0,-1.0330490548389242,0.3452406540168661,-0.7879928724410299,Yes,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
9919-YLNNG,0,0.39206249239156565,1.297382732990561,0.9030193804744009,No,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0318-ZOPWS,0,0.6770848018376636,-1.4826062689692852,-0.5776647807839639,No,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
4445-ZJNMU,0,-0.9516141092828962,1.1478316211098758,-0.601767863593232,No,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False
4808-YNLEU,0,0.1070401829454677,-0.08679589141622437,-0.029341719293268897,No,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1862-QRWPE,0,0.6363673290596497,-1.4659894787603203,-0.5407376218646365,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
2796-NNUFI,0,0.5549323835036216,-1.489252985052871,-0.5980817694273458,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
3016-KSVCP,0,-0.1372646537226163,-1.0306295752854369,-0.5618167831126686,No,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
4767-HZZHQ,0,-0.09654718094460228,0.574552358900583,0.12726210170650895,No,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2424-WVHPL,1,-1.2773538915070082,0.3302855428287975,-0.9743723882299129,No,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
7233-PAHHL,0,1.3692818390639017,0.6393578407155466,1.5151979534735325,No,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
6067-NGCEU,0,1.3285643662858877,1.5383261910205535,2.1300252168912652,No,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
9848-JQJTX,0,1.6135866757319857,1.2010053497785642,2.2854371272026723,No,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
8637-XJIVR,0,-0.8294616909488542,0.4715282596050001,-0.5979714073265707,Yes,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
9803-FTJCG,0,1.5728692029539715,0.06940193654804658,1.0889574478601836,No,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False
0278-YXOOG,0,-1.114484000394952,-1.4526960465931482,-0.957089683248542,Yes,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3212-KXOCR,0,0.7992372201717056,-1.4543577256140447,-0.5185769120290089,No,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
4598-XLKNJ,1,-0.3001345448346723,1.121244756775532,0.10267342565383074,Yes,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
6380-ARCEH,0,-1.2773538915070082,-1.4809445899483886,-0.998431326198871,No,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
3679-XASPY,0,-1.2773538915070082,-1.5058697752618362,-0.9987624125011961,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
7123-WQUHX,0,0.2291926012795097,1.0049272253127768,0.5843377782764033,No,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False
5386-THSLQ,1,1.3692818390639017,-0.6384733263538628,0.32902609434343216,No,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
3192-NQECA,0,1.4507167846199296,1.5034309315817271,2.3528904431963755,Yes,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
6180-YBIQI,0,-1.114484000394952,-1.3446869102348757,-0.9631154539508591,No,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6728-DKUCO,0,1.6135866757319857,1.3090144861368367,2.216571176319049,No,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
9750-BOOHV,0,-0.015112235388574289,-1.150270464789985,-0.5978389728056407,No,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
8597-CWYHH,0,0.4327799651695797,0.9833253980411222,0.7237030391351205,No,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
2848-YXSMW,0,1.6135866757319857,-1.5075314542827327,-0.4055440484152158,No,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0486-HECZI,0,0.9213896385057476,1.0630859910441544,1.3053554550598765,Yes,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
4549-ZDQYY,0,0.7992372201717056,-0.22637692917153032,0.33564782038993435,No,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
5712-AHQNN,0,0.4327799651695797,0.8935947309127115,0.7381825467568052,No,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
4846-WHAFZ,1,0.1884751285014957,0.39010598758107146,0.2587916534101985,Yes,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
5256-SKJGO,0,1.2878468935078735,-0.33770942357159595,0.5039500240718662,No,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False
3071-VBYPO,0,-1.1959189459509803,0.833774286160437,-0.8976928006114169,No,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9560-BBZXK,0,0.1477576557234817,-1.1203602424138481,-0.5101231751096411,No,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5299-RULOA,0,-0.9108966365048822,1.1794035225069095,-0.5373605415809203,Yes,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
8402-OOOHJ,0,0.3513450196135517,-1.4659894787603203,-0.6386729500924044,No,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
9445-ZUEQE,0,-0.21869959927864427,0.6792381372170627,-0.05752819983121337,No,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
1091-SOZGA,0,0.9621071112837616,1.164448411318841,1.427438010937223,No,False,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
2928-HLDBA,0,-1.0737665276169381,-1.4643277997394235,-0.9575752764919521,No,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0404-SWRVG,0,-1.1959189459509803,0.3203154687034186,-0.9060141030098546,Yes,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
6497-TILVL,0,-1.0330490548389242,-0.46732038720152297,-0.8526871359153567,No,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7219-TLZHO,0,-1.1552014731729663,-1.4593427626767341,-0.9795814793864945,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
4622-YNKIJ,0,0.02560523738943971,0.8038640637843003,0.32920267370467227,No,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False
4412-YLTKF,1,-0.21869959927864427,0.4416180372288629,-0.06463551912112572,Yes,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6734-PSBAW,0,1.6135866757319857,-1.369612095548323,-0.24631360941699204,No,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
3930-ZGWVE,0,-1.2773538915070082,-1.4958997011364572,-0.998629977980266,No,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
2639-UGMAZ,1,1.5728692029539715,-0.27622729979842536,0.7519778093536849,No,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
2876-GZYZC,0,-0.7887442181708402,0.7041633225305103,-0.47070183271279775,No,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
6207-WIOLX,0,-0.3001345448346723,-0.20477510189987586,-0.344006141023055,Yes,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
8587-XYZSF,0,1.4099993118419156,-0.4723054242642126,0.4318173550053018,No,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
3091-FYHKI,0,-1.2773538915070082,-0.9741324885749557,-0.9916992380515937,Yes,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2372-HWUHI,0,-1.2366364187289942,-0.6783536228553786,-0.9714809011896068,Yes,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7799-LGRDP,0,0.4327799651695797,-1.2981598976497735,-0.4828195913778969,No,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
7850-VWJUU,0,-0.38156949039070026,0.34025561695417644,-0.22223259902787892,No,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3774-VBNXY,0,1.2878468935078735,-1.4809445899483886,-0.44328788688027854,No,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
6217-KDYWC,0,1.0028245840617755,-1.5008847381991466,-0.49061115569261454,No,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True
0390-DCFDQ,1,-1.2773538915070082,0.18904282605259493,-0.9762485439430885,Yes,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3146-MSEGF,1,1.6135866757319857,0.7739538414081631,1.8292443474389786,No,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False
4080-OGPJL,0,-0.9923315820609102,0.21230633234514604,-0.7585261915340948,Yes,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
